39.3158285,120.1678385
39.3158287,120.1678388
39.3158290,120.1678335
39.3158283,120.1678345
39.3158285,120.1678385
39.3158287,120.1678388
39.3158290,120.1678335
39.3158283,120.1678345
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
40.3158285,130.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
39.3158285,120.1678385
